t p_lowerLD p_upperLD p_lowerST p_upperST t_lowerLD t_upperLD t_lowerST t_upperST p_LDqubit_STduration_lower p_LDqubit_STduration_upper p_210_STduration_lower p_210_STduration_upper p_2100_STduration_lower p_2100_STduration_upper p_LDqubit_LDduration_lower p_LDqubit_LDduration_upper p_measST
0.000000010000000 0.010494393406566 0.011930780608481 0.044318383229891 0.060992493321439 0.000002567118837 0.000008840000000 0.000001129066809 0.000001460000000 0.001443255240147 0.002410948618864 0.000014453213530 0.000024167216380 0.000000144534203 0.000000241677946 0.007416217450054 0.081194257209043 0.103002849995824
0.000000010092529 0.010500440391623 0.011938335774386 0.044309336196500 0.060968248781497 0.000002568010782 0.000008841850577 0.000001129074453 0.000001460185058 0.001443274755295 0.002411558365686 0.000014453409240 0.000024173343100 0.000000144536161 0.000000241739216 0.007421333428494 0.081225330900829 0.102955350655632
0.000000010185914 0.010506546220067 0.011945965034350 0.044300204330012 0.060943798223655 0.000002568911145 0.000008843718278 0.000001129082087 0.000001460371828 0.001443294243039 0.002412173832026 0.000014453604676 0.000024179527297 0.000000144538115 0.000000241801061 0.007426499443510 0.081256696370448 0.102907431630014
0.000000010280163 0.010512711490752 0.011953669153209 0.044290986830432 0.060919140060267 0.000002569820009 0.000008845603260 0.000001129089708 0.000001460560326 0.001443313699401 0.002412795072247 0.000014453799798 0.000024185769517 0.000000144540066 0.000000241863486 0.007431716009042 0.081288356395490 0.102859089397135
0.000000010375284 0.010518936809102 0.011961448904375 0.044281682890236 0.060894272694338 0.000002570737454 0.000008847505683 0.000001129097315 0.000001460750568 0.001443333120302 0.002413422141246 0.000014453994563 0.000024192070313 0.000000144542014 0.000000241926497 0.007436983644753 0.081320313780656 0.102810320409102
0.000000010471285 0.010525222787190 0.011969305069974 0.044272291694309 0.060869194519521 0.000002571663563 0.000008849425710 0.000001129104907 0.000001460942571 0.001443352501556 0.002414055094450 0.000014454188931 0.000024198430241 0.000000144543958 0.000000241990100 0.007442302876105 0.081352571358030 0.102761121091832
0.000000010568175 0.010531570043821 0.011977238440931 0.044262812419873 0.060843903920125 0.000002572598419 0.000008851363502 0.000001129112482 0.000001461136350 0.001443371838874 0.002414693987830 0.000014454382859 0.000024204849864 0.000000144545897 0.000000242054299 0.007447674234426 0.081385131987364 0.102711487844932
0.000000010665961 0.010537979204615 0.011985249817089 0.044253244236418 0.060818399271114 0.000002573542107 0.000008853319224 0.000001129120037 0.000001461331922 0.001443391127857 0.002415338877903 0.000014454576301 0.000024211329751 0.000000144547831 0.000000242119101 0.007453098256985 0.081417998556355 0.102661417041572
0.000000010764652 0.010544450902089 0.011993340007330 0.044243586305636 0.060792678938101 0.000002574494712 0.000008855293043 0.000001129127572 0.000001461529304 0.001443410363997 0.002415989821737 0.000014454769214 0.000024217870474 0.000000144549761 0.000000242184511 0.007458575487071 0.081451173980934 0.102610905028367
0.000000010864256 0.010550985775743 0.012001509829686 0.044233837781346 0.060766741277354 0.000002575456319 0.000008857285125 0.000001129135084 0.000001461728512 0.001443429542671 0.002416646876957 0.000014454961551 0.000024224472614 0.000000144551684 0.000000242250536 0.007464106474063 0.081484661205548 0.102559948125254
0.000000010964782 0.010557584472146 0.012009760111452 0.044223997809430 0.060740584635806 0.000002576427016 0.000008859295639 0.000001129142572 0.000001461929564 0.001443448659144 0.002417310101753 0.000014455153263 0.000024231136754 0.000000144553601 0.000000242317180 0.007469691773511 0.081518463203459 0.102508542625366
0.000000011066238 0.010564247645023 0.012018091689308 0.044214065527757 0.060714207351051 0.000002577406890 0.000008861324757 0.000001129150033 0.000001462132476 0.001443467708561 0.002417979554881 0.000014455344303 0.000024237863487 0.000000144555512 0.000000242384451 0.007475331947211 0.081552582977034 0.102456684794922
0.000000011168632 0.010570975955345 0.012026505409437 0.044204040066114 0.060687607751358 0.000002578396029 0.000008863372650 0.000001129157467 0.000001462337265 0.001443486685950 0.002418655295675 0.000014455534621 0.000024244653408 0.000000144557415 0.000000242452354 0.007481027563288 0.081587023558042 0.102404370873101
0.000000011271975 0.010577770071418 0.012035002127656 0.044193920546133 0.060660784155673 0.000002579394524 0.000008865439491 0.000001129164870 0.000001462543949 0.001443505586215 0.002419337384048 0.000014455724166 0.000024251507119 0.000000144559310 0.000000242520894 0.007486779196271 0.081621788007957 0.102351597071927
0.000000011376273 0.010584630668974 0.012043582709520 0.044183706081223 0.060633734873638 0.000002580402463 0.000008867525457 0.000001129172240 0.000001462752546 0.001443524404138 0.002420025880498 0.000014455912884 0.000024258425229 0.000000144561198 0.000000242590078 0.007492587427178 0.081656879418263 0.102298359576154
0.000000011481536 0.010591558431262 0.012052248030473 0.044173395776491 0.060606458205588 0.000002581419939 0.000008869630724 0.000001129179577 0.000001462963072 0.001443543134372 0.002420720846120 0.000014456100723 0.000024265408351 0.000000144563076 0.000000242659913 0.007498452843599 0.081692300910759 0.102244654543153
0.000000011587774 0.010598554049146 0.012060998975960 0.044162988728675 0.060578952442576 0.000002582447044 0.000008871755471 0.000001129186876 0.000001463175547 0.001443561771443 0.002421422342602 0.000014456287628 0.000024272457107 0.000000144564945 0.000000242730404 0.007504376039778 0.081728055637870 0.102190478102792
0.000000011694994 0.010605618221195 0.012069836441552 0.044152484026064 0.060551215866372 0.000002583483870 0.000008873899878 0.000001129194137 0.000001463389988 0.001443580309745 0.002422130432242 0.000014456473543 0.000024279572121 0.000000144566804 0.000000242801557 0.007510357616697 0.081764146782965 0.102135826357331
