t p_lowerLD p_upperLD p_lowerST p_upperST t_lowerLD t_upperLD t_lowerST t_upperST p_LDqubit_STduration_lower p_LDqubit_STduration_upper p_210_STduration_lower p_210_STduration_upper p_2100_STduration_lower p_2100_STduration_upper p_LDqubit_LDduration_lower p_LDqubit_LDduration_upper p_measST
0.000000010000000 0.010494393406566 0.011930780608481 0.032268498191984 0.038563759305593 0.000002567118837 0.000008840000000 0.000000922936927 0.000001460000000 0.000964841771944 0.002410948618864 0.000009657645638 0.000024167216380 0.000000096577380 0.000000241677946 0.007416217450054 0.081194257209043 0.053268649202810
0.000000010092529 0.010500440391623 0.011938335774386 0.032263694908657 0.038556900357972 0.000002568010782 0.000008841850577 0.000000922957764 0.000001460185058 0.000964885295375 0.002411558365686 0.000009658081705 0.000024173343100 0.000000096581740 0.000000241739216 0.007421333428494 0.081225330900829 0.053251589307638
0.000000010185914 0.010506546220067 0.011945965034350 0.032258847964208 0.038549979974823 0.000002568911145 0.000008843718278 0.000000922978773 0.000001460371828 0.000964929179712 0.002412173832026 0.000009658521389 0.000024179527297 0.000000096586137 0.000000241801061 0.007426499443510 0.081256696370448 0.053234375950735
0.000000010280163 0.010512711490752 0.011953669153209 0.032253956969437 0.038542997624741 0.000002569820009 0.000008845603260 0.000000922999955 0.000001460560326 0.000964973427537 0.002412795072247 0.000009658964714 0.000024185769517 0.000000096590571 0.000000241863486 0.007431716009042 0.081288356395490 0.053217007793075
0.000000010375284 0.010518936809102 0.011961448904375 0.032249021531826 0.038535952772074 0.000002570737454 0.000008847505683 0.000000923021312 0.000001460750568 0.000965018041441 0.002413422141246 0.000009659411707 0.000024192070313 0.000000096595041 0.000000241926497 0.007436983644753 0.081320313780656 0.053199483484730
0.000000010471285 0.010525222787190 0.011969305069974 0.032244041255509 0.038528844876892 0.000002571663563 0.000008849425710 0.000000923042845 0.000001460942571 0.000965063024025 0.002414055094450 0.000009659862394 0.000024198430241 0.000000096599548 0.000000241990100 0.007442302876105 0.081352571358030 0.053181801664788
0.000000010568175 0.010531570043821 0.011977238440931 0.032239015741250 0.038521673394963 0.000002572598419 0.000008851363502 0.000000923064555 0.000001461136350 0.000965108377899 0.002414693987830 0.000009660316801 0.000024204849864 0.000000096604092 0.000000242054299 0.007447674234426 0.081385131987364 0.053163960961289
0.000000010665961 0.010537979204615 0.011985249817089 0.032233944586417 0.038514437777732 0.000002573542107 0.000008853319224 0.000000923086444 0.000001461331922 0.000965154105684 0.002415338877903 0.000009660774954 0.000024211329751 0.000000096608674 0.000000242119101 0.007453098256985 0.081417998556355 0.053145959991142
0.000000010764652 0.010544450902089 0.011993340007330 0.032228827384957 0.038507137472279 0.000002574494712 0.000008855293043 0.000000923108512 0.000001461529304 0.000965200210011 0.002415989821737 0.000009661236880 0.000024217870474 0.000000096613293 0.000000242184511 0.007458575487071 0.081451173980934 0.053127797360058
0.000000010864256 0.010550985775743 0.012001509829686 0.032223663727368 0.038499771921307 0.000002575456319 0.000008857285125 0.000000923130762 0.000001461728512 0.000965246693519 0.002416646876957 0.000009661702606 0.000024224472614 0.000000096617950 0.000000242250536 0.007464106474063 0.081484661205548 0.053109471662470
0.000000010964782 0.010557584472146 0.012009760111452 0.032218453200672 0.038492340563107 0.000002576427016 0.000008859295639 0.000000923153193 0.000001461929564 0.000965293558858 0.002417310101753 0.000009662172156 0.000024231136754 0.000000096622646 0.000000242317180 0.007469691773511 0.081518463203459 0.053090981481459
0.000000011066238 0.010564247645023 0.012018091689308 0.032213195388395 0.038484842831525 0.000002577406890 0.000008861324757 0.000000923175809 0.000001462132476 0.000965340808687 0.002417979554881 0.000009662645560 0.000024237863487 0.000000096627380 0.000000242384451 0.007475331947211 0.081552582977034 0.053072325388683
0.000000011168632 0.010570975955345 0.012026505409437 0.032207889870534 0.038477278155944 0.000002578396029 0.000008863372650 0.000000923198608 0.000001462337265 0.000965388445672 0.002418655295675 0.000009663122842 0.000024244653408 0.000000096632153 0.000000242452354 0.007481027563288 0.081587023558042 0.053053501944298
0.000000011271975 0.010577770071418 0.012035002127656 0.032202536223534 0.038469645961254 0.000002579394524 0.000008865439491 0.000000923221594 0.000001462543949 0.000965436472491 0.002419337384048 0.000009663604030 0.000024251507119 0.000000096636965 0.000000242520894 0.007486779196271 0.081621788007957 0.053034509696883
0.000000011376273 0.010584630668974 0.012043582709520 0.032197134020263 0.038461945667821 0.000002580402463 0.000008867525457 0.000000923244767 0.000001462752546 0.000965484891828 0.002420025880498 0.000009664089150 0.000024258425229 0.000000096641816 0.000000242590078 0.007492587427178 0.081656879418263 0.053015347183367
0.000000011481536 0.010591558431262 0.012052248030473 0.032191682829980 0.038454176691461 0.000002581419939 0.000008869630724 0.000000923268129 0.000001462963072 0.000965533706376 0.002420720846120 0.000009664578231 0.000024265408351 0.000000096646707 0.000000242659913 0.007498452843599 0.081692300910759 0.052996012928950
0.000000011587774 0.010598554049146 0.012060998975960 0.032186182218314 0.038446338443416 0.000002582447044 0.000008871755471 0.000000923291681 0.000001463175547 0.000965582918837 0.002421422342602 0.000009665071298 0.000024272457107 0.000000096651638 0.000000242730404 0.007504376039778 0.081728055637870 0.052976505447032
0.000000011694994 0.010605618221195 0.012069836441552 0.032180631747235 0.038438430330315 0.000002583483870 0.000008873899878 0.000000923315423 0.000001463389988 0.000965632531921 0.002422130432242 0.000009665568379 0.000024279572121 0.000000096656609 0.000000242801557 0.007510357616697 0.081764146782965 0.052956823239134
