t p_lowerST2 p_upperST2 p_lowerST3 p_upperST3 p_lowerST4 p_upperST4 p_lowerST0 p_upperST0
0.000000010000000 0.044318383229891 0.060992493321439 0.043596910363608 0.059977832143207 0.050407533818952 0.073259463127872 0.043515543162290 0.059866921648924
0.000000010092529 0.044309336196500 0.060968248781497 0.043587581430385 0.059953594002923 0.050401448005769 0.073233322677363 0.043506183036828 0.059842682618937
0.000000010185914 0.044300204330012 0.060943798223655 0.043578165205097 0.059929149607365 0.050395303366744 0.073206963218193 0.043496735347427 0.059818237293966
0.000000010280163 0.044290986830432 0.060919140060267 0.043568660867678 0.059904497361604 0.050389099317183 0.073180383121345 0.043487199271805 0.059793584078179
0.000000010375284 0.044281682890236 0.060894272694338 0.043559067590394 0.059879635661222 0.050382835266403 0.073153580749384 0.043477573979998 0.059768721366235
0.000000010471285 0.044272291694309 0.060869194519521 0.043549384537780 0.059854562892294 0.050376510617670 0.073126554456477 0.043467858634296 0.059743647543265
0.000000010568175 0.044262812419873 0.060843903920125 0.043539610866570 0.059829277431392 0.050370124768138 0.073099302588427 0.043458052389169 0.059718360984887
0.000000010665961 0.044253244236418 0.060818399271114 0.043529745725625 0.059803777645588 0.050363677108783 0.073071823482703 0.043448154391203 0.059692860057191
0.000000010764652 0.044243586305636 0.060792678938101 0.043519788255867 0.059778061892441 0.050357167024343 0.073044115468468 0.043438163779027 0.059667143116747
0.000000010864256 0.044233837781346 0.060766741277354 0.043509737590207 0.059752128520003 0.050350593893254 0.073016176866615 0.043428079683244 0.059641208510590
0.000000010964782 0.044223997809430 0.060740584635806 0.043499592853474 0.059725975866825 0.050343957087583 0.072988005989801 0.043417901226359 0.059615054576240
0.000000011066238 0.044214065527757 0.060714207351051 0.043489353162343 0.059699602261952 0.050337255972965 0.072959601142487 0.043407627522710 0.059588679641688
0.000000011168632 0.044204040066114 0.060687607751358 0.043479017625266 0.059673006024925 0.050330489908536 0.072930960620973 0.043397257678394 0.059562082025408
0.000000011271975 0.044193920546133 0.060660784155673 0.043468585342400 0.059646185465797 0.050323658246868 0.072902082713441 0.043386790791196 0.059535260036357
0.000000011376273 0.044183706081223 0.060633734873638 0.043458055405529 0.059619138885129 0.050316760333904 0.072872965699999 0.043376225950516 0.059508211973990
0.000000011481536 0.044173395776491 0.060606458205588 0.043447426897999 0.059591864574005 0.050309795508884 0.072843607852727 0.043365562237298 0.059480936128254
0.000000011587774 0.044162988728675 0.060578952442576 0.043436698894638 0.059564360814035 0.050302763104285 0.072814007435719 0.043354798723951 0.059453430779610
0.000000011694994 0.044152484026064 0.060551215866372 0.043425870461685 0.059536625877362 0.050295662445747 0.072784162705130 0.043343934474283 0.059425694199029
0.000000011803206 0.044141880748431 0.060523246749506 0.043414940656715 0.059508658026700 0.050288492852007 0.072754071909247 0.043332968543419 0.059397724648024
0.000000011912420 0.044131177966953 0.060495043355242 0.043403908528564 0.059480455515303 0.050281253634828 0.072723733288508 0.043321899977730 0.059369520378636
0.000000012022644 0.044120374744138 0.060466603937640 0.043392773117255 0.059452016587023 0.050273944098928 0.072693145075590 0.043310727814757 0.059341079633477
0.000000012133889 0.044109470133750 0.060437926741548 0.043381533453920 0.059423339476305 0.050266563541909 0.072662305495453 0.043299451083136 0.059312400645729
0.000000012246162 0.044098463180734 0.060409010002629 0.043370188560726 0.059394422408201 0.050259111254190 0.072631212765394 0.043288068802521 0.059283481639160
0.000000012359474 0.044087352921135 0.060379851947388 0.043358737450796 0.059365263598402 0.050251586518927 0.072599865095114 0.043276579983505 0.059254320828153
0.000000012473835 0.044076138382027 0.060350450793195 0.043347179128133 0.059335861253256 0.050243988611948 0.072568260686787 0.043264983627548 0.059224916417721
0.000000012589254 0.044064818581433 0.060320804748314 0.043335512587545 0.059306213569783 0.050236316801674 0.072536397735123 0.043253278726896 0.059195266603533
0.000000012705741 0.044053392528247 0.060290912011923 0.043323736814563 0.059276318735713 0.050228570349051 0.072504274427439 0.043241464264503 0.059165369571934
0.000000012823306 0.044041859222157 0.060260770774154 0.043311850785366 0.059246174929498 0.050220748507468 0.072471888943724 0.043229539213953 0.059135223499974
0.000000012941958 0.044030217653566 0.060230379216114 0.043299853466699 0.059215780320355 0.050212850522690 0.072439239456721 0.043217502539383 0.059104826555436
0.000000013061709 0.044018466803512 0.060199735509924 0.043287743815796 0.059185133068274 0.050204875632777 0.072406324131993 0.043205353195402 0.059074176896856
0.000000013182567 0.044006605643591 0.060168837818758 0.043275520780303 0.059154231324075 0.050196823068010 0.072373141128014 0.043193090127012 0.059043272673572
0.000000013304544 0.043994633135875 0.060137684296870 0.043263183298191 0.059123073229420 0.050188692050815 0.072339688596247 0.043180712269529 0.059012112025737
0.000000013427650 0.043982548232835 0.060106273089643 0.043250730297684 0.059091656916865 0.050180481795682 0.072305964681221 0.043168218548499 0.058980693084370
0.000000013551894 0.043970349877255 0.060074602333620 0.043238160697171 0.059059980509881 0.050172191509094 0.072271967520622 0.043155607879623 0.058949013971382
0.000000013677288 0.043958037002157 0.060042670156556 0.043225473405130 0.059028042122907 0.050163820389439 0.072237695245389 0.043142879168671 0.058917072799619
0.000000013803843 0.043945608530715 0.060010474677459 0.043212667320045 0.058995839861381 0.050155367626942 0.072203145979792 0.043130031311405 0.058884867672901
0.000000013931568 0.043933063376178 0.059978014006632 0.043199741330323 0.058963371821788 0.050146832403577 0.072168317841543 0.043117063193493 0.058852396686067
0.000000014060475 0.043920400441783 0.059945286245721 0.043186694314215 0.058930636091696 0.050138213892989 0.072133208941873 0.043103973690428 0.058819657925008
