t p_lowerST2 p_upperST2 p_lowerST3 p_upperST3 p_lowerST4 p_upperST4 p_lowerST0 p_upperST0
0.000000010000000 0.044318383229891 0.060992493321439 0.004845022653057 0.005890501720220 0.036248223620384 0.867899448114049 0.000328108433339 0.001058595449277
0.000000010092529 0.044309336196500 0.060968248781497 0.004843425712485 0.005886484204519 0.036255343095396 0.867870058287115 0.000328066196793 0.001056673538743
0.000000010185914 0.044300204330012 0.060943798223655 0.004841814098354 0.005882435438138 0.036262524417331 0.867840407355190 0.000328023470945 0.001054738617864
0.000000010280163 0.044290986830432 0.060919140060267 0.004840187677459 0.005878355228697 0.036269768084338 0.867810493103351 0.000327980249542 0.001052790642673
0.000000010375284 0.044281682890236 0.060894272694338 0.004838546315429 0.005874243383498 0.036277074597819 0.867780313299898 0.000327936526241 0.001050829569900
0.000000010471285 0.044272291694309 0.060869194519521 0.004836889876717 0.005870099709529 0.036284444462441 0.867749865696276 0.000327892294614 0.001048855356991
0.000000010568175 0.044262812419873 0.060843903920125 0.004835218224590 0.005865924013490 0.036291878186135 0.867719148026981 0.000327847548141 0.001046867962132
0.000000010665961 0.044253244236418 0.060818399271114 0.004833531221120 0.005861716101806 0.036299376280102 0.867688158009480 0.000327802280214 0.001044867344271
0.000000010764652 0.044243586305636 0.060792678938101 0.004831828727173 0.005857475780646 0.036306939258820 0.867656893344123 0.000327756484129 0.001042853463126
0.000000010864256 0.044233837781346 0.060766741277354 0.004830110602406 0.005853202855930 0.036314567640048 0.867625351714060 0.000327710153091 0.001040826279217
0.000000010964782 0.044223997809430 0.060740584635806 0.004828376705248 0.005848897133362 0.036322261944828 0.867593530785154 0.000327663280211 0.001038785753882
0.000000011066238 0.044214065527757 0.060714207351051 0.004826626892901 0.005844558418435 0.036330022697486 0.867561428205902 0.000327615858500 0.001036731849298
0.000000011168632 0.044204040066114 0.060687607751358 0.004824861021321 0.005840186516450 0.036337850425641 0.867529041607348 0.000327567880875 0.001034664528502
0.000000011271975 0.044193920546133 0.060660784155673 0.004823078945215 0.005835781232541 0.036345745660202 0.867496368603001 0.000327519340153 0.001032583755410
0.000000011376273 0.044183706081223 0.060633734873638 0.004821280518030 0.005831342371686 0.036353708935372 0.867463406788757 0.000327470229050 0.001030489494843
0.000000011481536 0.044173395776491 0.060606458205588 0.004819465591942 0.005826869738731 0.036361740788650 0.867430153742815 0.000327420540179 0.001028381712548
0.000000011587774 0.044162988728675 0.060578952442576 0.004817634017847 0.005822363138405 0.036369841760831 0.867396607025599 0.000327370266052 0.001026260375214
0.000000011694994 0.044152484026064 0.060551215866372 0.004815785645353 0.005817822375334 0.036378012396004 0.867362764179675 0.000327319399074 0.001024125450495
0.000000011803206 0.044141880748431 0.060523246749506 0.004813920322769 0.005813247254084 0.036386253241557 0.867328622729677 0.000327267931545 0.001021976907047
0.000000011912420 0.044131177966953 0.060495043355242 0.004812037897094 0.005808637579143 0.036394564848172 0.867294180182226 0.000327215855657 0.001019814714524
0.000000012022644 0.044120374744138 0.060466603937640 0.004810138214010 0.005803993154978 0.036402947769827 0.867259434025856 0.000327163163491 0.001017638843627
0.000000012133889 0.044109470133750 0.060437926741548 0.004808221117871 0.005799313786036 0.036411402563789 0.867224381730937 0.000327109847018 0.001015449266115
0.000000012246162 0.044098463180734 0.060409010002629 0.004806286451693 0.005794599276761 0.036419929790619 0.867189020749597 0.000327055898097 0.001013245954822
0.000000012359474 0.044087352921135 0.060379851947388 0.004804334057146 0.005789849431629 0.036428530014163 0.867153348515653 0.000327001308471 0.001011028883686
0.000000012473835 0.044076138382027 0.060350450793195 0.004802363774541 0.005785064055157 0.036437203801552 0.867117362444536 0.000326946069768 0.001008798027783
0.000000012589254 0.044064818581433 0.060320804748314 0.004800375442822 0.005780242951936 0.036445951723193 0.867081059933218 0.000326890173499 0.001006553363333
0.000000012705741 0.044053392528247 0.060290912011923 0.004798368899557 0.005775385926646 0.036454774352773 0.867044438360144 0.000326833611055 0.001004294867738
0.000000012823306 0.044041859222157 0.060260770774154 0.004796343980927 0.005770492784075 0.036463672267243 0.867007495085162 0.000326776373706 0.001002022519597
0.000000012941958 0.044030217653566 0.060230379216114 0.004794300521716 0.005765563329151 0.036472646046819 0.866970227449449 0.000326718452598 0.000999736298736
0.000000013061709 0.044018466803512 0.060199735509924 0.004792238355303 0.005760597366948 0.036481696274972 0.866932632775454 0.000326659838755 0.000997436186225
0.000000013182567 0.044006605643591 0.060168837818758 0.004790157313648 0.005755594702736 0.036490823538424 0.866894708366824 0.000326600523074 0.000995122164416
0.000000013304544 0.043994633135875 0.060137684296870 0.004788057227286 0.005750555141976 0.036500028427134 0.866856451508343 0.000326540496322 0.000992794216953
0.000000013427650 0.043982548232835 0.060106273089643 0.004785937925317 0.005745478490366 0.036509311534293 0.866817859465868 0.000326479749139 0.000990452328810
0.000000013551894 0.043970349877255 0.060074602333620 0.004783799235392 0.005740364553847 0.036518673456314 0.866778929486269 0.000326418272031 0.000988096486306
0.000000013677288 0.043958037002157 0.060042670156556 0.004781640983707 0.005735213138640 0.036528114792821 0.866739658797365 0.000326356055372 0.000985726677136
0.000000013803843 0.043945608530715 0.060010474677459 0.004779462994994 0.005730024051265 0.036537636146635 0.866700044607869 0.000326293089399 0.000983342890397
0.000000013931568 0.043933063376178 0.059978014006632 0.004777265092505 0.005724797098568 0.036547238123768 0.866660084107332 0.000326229364212 0.000980945116613
0.000000014060475 0.043920400441783 0.059945286245721 0.004775047098008 0.005719532087736 0.036556921333403 0.866619774466082 0.000326164869773 0.000978533347749
