t p_lowerLD p_upperLD p_lowerST p_upperST t_lowerLD t_upperLD t_lowerST t_upperST p_LDqubit_STduration_lower p_LDqubit_STduration_upper p_210_STduration_lower p_210_STduration_upper p_2100_STduration_lower p_2100_STduration_upper p_measST
0.000000119124201 0.202253114472062 0.610210034752722 0.004570378263817 0.004628976277393 0.000011552559417 0.000031947452048 0.000000875245557 0.000001838248402 0.000867788909941 0.003816602964056 0.000008685352964 0.000038310971945 0.000000086854276 0.000000383124251 0.035971478793084
0.000000120226443 0.202606105687850 0.611364689312897 0.004559783348654 0.004617948212989 0.000011556347732 0.000032013586608 0.000000874727453 0.000001840452887 0.000866762725385 0.003825727302389 0.000008675073466 0.000038402910957 0.000000086751480 0.000000384043711 0.035823641084692
0.000000121338885 0.202961575613342 0.612521303522429 0.004549122585305 0.004606855244754 0.000011560274864 0.000032080333103 0.000000874203311 0.000001842677770 0.000865725196423 0.003834946984637 0.000008664680350 0.000038495812377 0.000000086647547 0.000000384972796 0.035674940588520
0.000000122461620 0.203319527944760 0.613679762394624 0.004538395935667 0.004595697368860 0.000011564344625 0.000032147697196 0.000000873673072 0.000001844923240 0.000864676230097 0.003844263095351 0.000008654172686 0.000038589687187 0.000000086542468 0.000000385911615 0.035525377499973
0.000000123594743 0.203679965858554 0.614839948803233 0.004527603370711 0.004584474590491 0.000011568560900 0.000032215684601 0.000000873136679 0.000001847189487 0.000863615733947 0.003853676732861 0.000008643549548 0.000038684546510 0.000000086436235 0.000000386860281 0.035374952134822
0.000000124738351 0.204042891991212 0.616001743490326 0.004516744870700 0.004573186924056 0.000011572927649 0.000032284301085 0.000000872594073 0.000001849476703 0.000862543616065 0.003863189009470 0.000008632810017 0.000038780401608 0.000000086328838 0.000000387818906 0.035223664931614
0.000000125892541 0.204408308418605 0.617165025075861 0.004505820425395 0.004561834393381 0.000011577448906 0.000032353552471 0.000000872045198 0.000001851785082 0.000861459785144 0.003872801051659 0.000008621953177 0.000038877263891 0.000000086220268 0.000000388787603 0.035071516454110
0.000000127057411 0.204776216634858 0.618329670068979 0.004494830034286 0.004550417031932 0.000011582128781 0.000032423444631 0.000000871489994 0.000001854114821 0.000860364150545 0.003882514000285 0.000008610978123 0.000038975144914 0.000000086110515 0.000000389766489 0.034918507393733
0.000000128233058 0.205146617530745 0.619495552881080 0.004483773706805 0.004538934883012 0.000011586971460 0.000032493983496 0.000000870928406 0.000001856466117 0.000859256622345 0.003892329010790 0.000008599883954 0.000039074056379 0.000000085999572 0.000000390755680 0.034764638572049
0.000000129419584 0.205519511371616 0.620662545840732 0.004472651462555 0.004527387999988 0.000011591981203 0.000032565175049 0.000000870360374 0.000001858839168 0.000858137111407 0.003902247253406 0.000008588669778 0.000039174010142 0.000000085887428 0.000000391755295 0.034609910943262
0.000000130617089 0.205894897774857 0.621830519210447 0.004461463331535 0.004515776446496 0.000011597162348 0.000032637025329 0.000000869785842 0.000001861234178 0.000857005529437 0.003912269913374 0.000008577334711 0.000039275018208 0.000000085774075 0.000000392765454 0.034454325596735
0.000000131825674 0.206272775686880 0.622999341205386 0.004450209354374 0.004504100296678 0.000011602519307 0.000032709540431 0.000000869204752 0.000001863651348 0.000855861789049 0.003922398191154 0.000008565877879 0.000039377092740 0.000000085659505 0.000000393786279 0.034297883759530
0.000000133045442 0.206653143359658 0.624168878014031 0.004438889582558 0.004492359635387 0.000011608056571 0.000032782726508 0.000000868617047 0.000001866090884 0.000854705803835 0.003932633302648 0.000008554298417 0.000039480246056 0.000000085543709 0.000000394817892 0.034140586798965
0.000000134276496 0.207035998326792 0.625338993820864 0.004427504078671 0.004480554558424 0.000011613778704 0.000032856589767 0.000000868022671 0.000001868552992 0.000853537488426 0.003942976479420 0.000008542595472 0.000039584490636 0.000000085426677 0.000000395860420 0.033982436225196
0.000000135518941 0.207421337379138 0.626509550831122 0.004416052916631 0.004468685172759 0.000011619690351 0.000032931136474 0.000000867421566 0.000001871037882 0.000852356758572 0.003953428968923 0.000008530768199 0.000039689839119 0.000000085308402 0.000000396913987 0.033823433693812
0.000000136772883 0.207809156539977 0.627680409297627 0.004404536181930 0.004456751596764 0.000011625796229 0.000033006372954 0.000000866813677 0.000001873545765 0.000851163531204 0.003963992034732 0.000008518815767 0.000039796304311 0.000000085188876 0.000000397978723 0.033663581008452
0.000000138038426 0.208199451039761 0.628851427549786 0.004392953971879 0.004444753960451 0.000011632101134 0.000033082305588 0.000000866198948 0.000001876076853 0.000849957724518 0.003974666956773 0.000008506737359 0.000039903899182 0.000000085068090 0.000000399054757 0.033502880123441
0.000000139315680 0.208592215290419 0.630022462024767 0.004381306395854 0.004432692405702 0.000011638609937 0.000033158940818 0.000000865577323 0.000001878631361 0.000848739258044 0.003985455031562 0.000008494532168 0.000040012636874 0.000000084946036 0.000000400142220 0.033341333146439
0.000000140604752 0.208987442859252 0.631193367300887 0.004369593575542 0.004420567086508 0.000011645327585 0.000033236285145 0.000000864948746 0.000001881209505 0.000847508052727 0.003996357572446 0.000008482199405 0.000040122530698 0.000000084822706 0.000000401241245 0.033178942341107
0.000000141905752 0.209385126442415 0.632363996133295 0.004357815645198 0.004408378169209 0.000011652259102 0.000033314345130 0.000000864313163 0.000001883811504 0.000846264031010 0.004007375909849 0.000008469738292 0.000040233594140 0.000000084698093 0.000000402351968 0.033015710129791
0.000000143218790 0.209785257838015 0.633534199491919 0.004345972751891 0.004396125832750 0.000011659409586 0.000033393127396 0.000000863670521 0.000001886437580 0.000845007116912 0.004018511391519 0.000008457148070 0.000040345840863 0.000000084572189 0.000000403474525 0.032851639096221
0.000000144543977 0.210187827918818 0.634703826601783 0.004334065055766 0.004383810268909 0.000011666784209 0.000033472638624 0.000000863020764 0.000001889087954 0.000843737236117 0.004029765382780 0.000008444427996 0.000040459284710 0.000000084444986 0.000000404609054 0.032686731988220
0.000000145881426 0.210592826604597 0.635872724985664 0.004322092730299 0.004371431682555 0.000011674388220 0.000033552885562 0.000000862363840 0.000001891762852 0.000842454316060 0.004041139266791 0.000008431577343 0.000040573939703 0.000000084316477 0.000000405755696 0.032520991720428
0.000000147231250 0.211000242834132 0.637040740509173 0.004310055962562 0.004358990291901 0.000011682226941 0.000033633875015 0.000000861699696 0.000001894462500 0.000841158286015 0.004052634444806 0.000008418595405 0.000040689820051 0.000000084186656 0.000000406914592 0.032354421377042
0.000000148593564 0.211410064536882 0.638207717428245 0.004297954953480 0.004346486328753 0.000011690305765 0.000033715613854 0.000000861028280 0.000001897187128 0.000839849077191 0.004064252336438 0.000008405481492 0.000040806940150 0.000000084055514 0.000000408085888 0.032187024214560
0.000000149968484 0.211822278604339 0.639373498439100 0.004285789918100 0.004333920038767 0.000011698630161 0.000033798109013 0.000000860349541 0.000001899936967 0.000838526622820 0.004075994379928 0.000008392234938 0.000040925314585 0.000000083923047 0.000000409269728 0.032018803664541
0.000000151356125 0.212236870861110 0.640537924730675 0.004273561085857 0.004321291681709 0.000011707205666 0.000033881367491 0.000000859663429 0.000001902712250 0.000837190858258 0.004087862032421 0.000008378855095 0.000041044958134 0.000000083789246 0.000000410466261 0.031849763336375
0.000000152756606 0.212653826035719 0.641700836039561 0.004261268700846 0.004308601531709 0.000011716037891 0.000033965396349 0.000000858969894 0.000001905513212 0.000835841721081 0.004099856770240 0.000008365341341 0.000041165885773 0.000000083654106 0.000000411675635 0.031679907020053
0.000000154170045 0.213073127731173 0.642862070707456 0.004248913022091 0.004295849877534 0.000011725132515 0.000034050202718 0.000000858268886 0.000001908340091 0.000834479151189 0.004111980089173 0.000008351693073 0.000041288112674 0.000000083517621 0.000000412898004 0.031509238688955
0.000000155596563 0.213494758395326 0.644021465741163 0.004236494323816 0.004283037022843 0.000011734495286 0.000034135793790 0.000000857560359 0.000001911193126 0.000833103090905 0.004124233504755 0.000008337909714 0.000041411654210 0.000000083379785 0.000000414133521 0.031337762502635
