t p_prepLD p_prepST p_lowerLD p_upperLD t_lowerLD t_upperLD
0.000000010000000 0.0065 0.004 0.000405147025687 0.000405147025688 0.000000326489668 0.000008840000000
0.000000010092529 0.0065 0.004 0.000405147025687 0.000405147025688 0.000000326558016 0.000008841850577
0.000000010185914 0.0065 0.004 0.000405147025687 0.000405147025688 0.000000326626996 0.000008843718278
0.000000010280163 0.0065 0.004 0.000405147025687 0.000405147025688 0.000000326696615 0.000008845603260
0.000000010375284 0.0065 0.004 0.000405147025687 0.000405147025688 0.000000326766877 0.000008847505683
0.000000010471285 0.0065 0.004 0.000405147025687 0.000405147025688 0.000000326837790 0.000008849425710
0.000000010568175 0.0065 0.004 0.000405147025687 0.000405147025688 0.000000326909359 0.000008851363502
0.000000010665961 0.0065 0.004 0.000405147025687 0.000405147025688 0.000000326981590 0.000008853319224
0.000000010764652 0.0065 0.004 0.000405147025687 0.000405147025688 0.000000327054489 0.000008855293043
0.000000010864256 0.0065 0.004 0.000405147025687 0.000405147025688 0.000000327128063 0.000008857285125
0.000000010964782 0.0065 0.004 0.000405147025687 0.000405147025688 0.000000327202318 0.000008859295639
0.000000011066238 0.0065 0.004 0.000405147025687 0.000405147025688 0.000000327277260 0.000008861324757
0.000000011168632 0.0065 0.004 0.000405147025687 0.000405147025688 0.000000327352895 0.000008863372650
0.000000011271975 0.0065 0.004 0.000405147025687 0.000405147025688 0.000000327429230 0.000008865439491
0.000000011376273 0.0065 0.004 0.000405147025687 0.000405147025688 0.000000327506272 0.000008867525457
0.000000011481536 0.0065 0.004 0.000405147025687 0.000405147025688 0.000000327584026 0.000008869630724
0.000000011587774 0.0065 0.004 0.000405147025687 0.000405147025688 0.000000327662500 0.000008871755471
0.000000011694994 0.0065 0.004 0.000405147025687 0.000405147025688 0.000000327741700 0.000008873899878
0.000000011803206 0.0065 0.004 0.000405147025687 0.000405147025688 0.000000327821632 0.000008876064127
0.000000011912420 0.0065 0.004 0.000405147025687 0.000405147025688 0.000000327902305 0.000008878248402
0.000000012022644 0.0065 0.004 0.000405147025687 0.000405147025688 0.000000327983724 0.000008880452887
0.000000012133889 0.0065 0.004 0.000405147025687 0.000405147025688 0.000000328065896 0.000008882677770
0.000000012246162 0.0065 0.004 0.000405147025687 0.000405147025688 0.000000328148828 0.000008884923240
0.000000012359474 0.0065 0.004 0.000405147025687 0.000405147025688 0.000000328232528 0.000008887189487
0.000000012473835 0.0065 0.004 0.000405147025687 0.000405147025688 0.000000328317002 0.000008889476703
0.000000012589254 0.0065 0.004 0.000405147025687 0.000405147025688 0.000000328402258 0.000008891785082
0.000000012705741 0.0065 0.004 0.000405147025687 0.000405147025688 0.000000328488303 0.000008894114821
0.000000012823306 0.0065 0.004 0.000405147025687 0.000405147025688 0.000000328575144 0.000008896466117
0.000000012941958 0.0065 0.004 0.000405147025687 0.000405147025688 0.000000328662788 0.000008898839168
0.000000013061709 0.0065 0.004 0.000405147025687 0.000405147025688 0.000000328751244 0.000008901234178
0.000000013182567 0.0065 0.004 0.000405147025687 0.000405147025688 0.000000328840517 0.000008903651348
0.000000013304544 0.0065 0.004 0.000405147025687 0.000405147025688 0.000000328930617 0.000008906090884
0.000000013427650 0.0065 0.004 0.000405147025687 0.000405147025688 0.000000329021551 0.000008908552992
0.000000013551894 0.0065 0.004 0.000405147025687 0.000405147025688 0.000000329113326 0.000008911037882
0.000000013677288 0.0065 0.004 0.000405147025687 0.000405147025688 0.000000329205950 0.000008913545765
0.000000013803843 0.0065 0.004 0.000405147025687 0.000405147025688 0.000000329299431 0.000008916076853
0.000000013931568 0.0065 0.004 0.000405147025687 0.000405147025688 0.000000329393777 0.000008918631361
0.000000014060475 0.0065 0.004 0.000405147025687 0.000405147025688 0.000000329488997 0.000008921209505
0.000000014190575 0.0065 0.004 0.000405147025687 0.000405147025688 0.000000329585097 0.000008923811504
0.000000014321879 0.0065 0.004 0.000405147025687 0.000405147025688 0.000000329682086 0.000008926437580
0.000000014454398 0.0065 0.004 0.000405147025687 0.000405147025688 0.000000329779973 0.000008929087954
0.000000014588143 0.0065 0.004 0.000405147025687 0.000405147025688 0.000000329878766 0.000008931762852
0.000000014723125 0.0065 0.004 0.000405147025687 0.000405147025688 0.000000329978472 0.000008934462500
0.000000014859356 0.0065 0.004 0.000405147025687 0.000405147025688 0.000000330079102 0.000008937187128
0.000000014996848 0.0065 0.004 0.000405147025687 0.000405147025688 0.000000330180662 0.000008939936967
0.000000015135612 0.0065 0.004 0.000405147025687 0.000405147025688 0.000000330283162 0.000008942712250
0.000000015275661 0.0065 0.004 0.000405147025687 0.000405147025688 0.000000330386611 0.000008945513212
0.000000015417005 0.0065 0.004 0.000405147025687 0.000405147025688 0.000000330491017 0.000008948340091
0.000000015559656 0.0065 0.004 0.000405147025687 0.000405147025688 0.000000330596388 0.000008951193126
0.000000015703628 0.0065 0.004 0.000405147025687 0.000405147025688 0.000000330702735 0.000008954072561
0.000000015848932 0.0065 0.004 0.000405147025687 0.000405147025688 0.000000330810066 0.000008956978638
0.000000015995580 0.0065 0.004 0.000405147025687 0.000405147025688 0.000000330918390 0.000008959911606
0.000000016143586 0.0065 0.004 0.000405147025687 0.000405147025688 0.000000331027716 0.000008962871711
0.000000016292960 0.0065 0.004 0.000405147025687 0.000405147025688 0.000000331138054 0.000008965859207
0.000000016443717 0.0065 0.004 0.000405147025687 0.000405147025688 0.000000331249413 0.000008968874345
0.000000016595869 0.0065 0.004 0.000405147025687 0.000405147025688 0.000000331361802 0.000008971917381
0.000000016749429 0.0065 0.004 0.000405147025687 0.000405147025688 0.000000331475231 0.000008974988575
0.000000016904409 0.0065 0.004 0.000405147025687 0.000405147025688 0.000000331589710 0.000008978088186
0.000000017060824 0.0065 0.004 0.000405147025687 0.000405147025688 0.000000331705247 0.000008981216478
0.000000017218686 0.0065 0.004 0.000405147025687 0.000405147025688 0.000000331821854 0.000008984373715
0.000000017378008 0.0065 0.004 0.000405147025687 0.000405147025688 0.000000331939540 0.000008987560166
0.000000017538805 0.0065 0.004 0.000405147025687 0.000405147025688 0.000000332058315 0.000008990776100
0.000000017701090 0.0065 0.004 0.000405147025687 0.000405147025688 0.000000332178189 0.000008994021792
0.000000017864876 0.0065 0.004 0.000405147025687 0.000405147025688 0.000000332299172 0.000008997297515
0.000000018030177 0.0065 0.004 0.000405147025687 0.000405147025688 0.000000332421274 0.000009000603548
0.000000018197009 0.0065 0.004 0.000405147025687 0.000405147025688 0.000000332544507 0.000009003940172
0.000000018365383 0.0065 0.004 0.000405147025687 0.000405147025688 0.000000332668879 0.000009007307669
0.000000018535316 0.0065 0.004 0.000405147025687 0.000405147025688 0.000000332794402 0.000009010706325
0.000000018706821 0.0065 0.004 0.000405147025687 0.000405147025688 0.000000332921087 0.000009014136428
0.000000018879913 0.0065 0.004 0.000405147025687 0.000405147025688 0.000000333048944 0.000009017598270
0.000000019054607 0.0065 0.004 0.000405147025687 0.000405147025688 0.000000333177984 0.000009021092144
0.000000019230917 0.0065 0.004 0.000405147025687 0.000405147025688 0.000000333308218 0.000009024618346
0.000000019408859 0.0065 0.004 0.000405147025687 0.000405147025688 0.000000333439657 0.000009028177176
0.000000019588447 0.0065 0.004 0.000405147025687 0.000405147025688 0.000000333572312 0.000009031768935
0.000000019769696 0.0065 0.004 0.000405147025687 0.000405147025688 0.000000333706195 0.000009035393928
0.000000019952623 0.0065 0.004 0.000405147025687 0.000405147025688 0.000000333841317 0.000009039052463
0.000000020137242 0.0065 0.004 0.000405147025687 0.000405147025688 0.000000333977688 0.000009042744850
0.000000020323570 0.0065 0.004 0.000405147025687 0.000405147025688 0.000000334115322 0.000009046471402
0.000000020511622 0.0065 0.004 0.000405147025687 0.000405147025688 0.000000334254229 0.000009050232436
0.000000020701413 0.0065 0.004 0.000405147025687 0.000405147025688 0.000000334394421 0.000009054028270
0.000000020892961 0.0065 0.004 0.000405147025687 0.000405147025688 0.000000334535911 0.000009057859226
0.000000021086281 0.0065 0.004 0.000405147025687 0.000405147025688 0.000000334678710 0.000009061725630
0.000000021281390 0.0065 0.004 0.000405147025687 0.000405147025688 0.000000334822830 0.000009065627809
0.000000021478305 0.0065 0.004 0.000405147025687 0.000405147025688 0.000000334968283 0.000009069566095
0.000000021677041 0.0065 0.004 0.000405147025687 0.000405147025688 0.000000335115083 0.000009073540821
0.000000021877616 0.0065 0.004 0.000405147025687 0.000405147025688 0.000000335263240 0.000009077552325
0.000000022080047 0.0065 0.004 0.000405147025687 0.000405147025688 0.000000335412769 0.000009081600947
0.000000022284351 0.0065 0.004 0.000405147025687 0.000405147025688 0.000000335563681 0.000009085687030
0.000000022490546 0.0065 0.004 0.000405147025687 0.000405147025688 0.000000335715990 0.000009089810921
0.000000022698649 0.0065 0.004 0.000405147025687 0.000405147025688 0.000000335869708 0.000009093972970
